document_id,clean_text,sentiment
2196,x grammy award winner lady day imho received accolade alive went thru lotta thangs especially began sing strange fruit imagine,Positive
2197,trump putin bananagate timing strange profitable,Negative
2198,check latest piece,Positive
2199,lonnie donegan wanna go home,Neutral
2200,extra denuncie,Neutral
2201,hope sake,Neutral
2202,dtpt token,Neutral
2203,lizzo truth hurt,Neutral
2204,year later bp former employee zambia died without paid pension,Neutral
2205,floyd norman born black american animator writer comic book artist disney first ever african american animator,Positive
2206,black history hashtag honor black history month showcase african american designer contributed fashion world,Negative
2207,police offered teen mcdonald exchange confession crime someone else committed attorney,Neutral
2208,know historic people let u know learned,Neutral
2209,repair damage country inflicted upon black people century demand reparation justice peace,Negative
2210,check k tizzle video,Neutral
2211,believe eradicating last vestige racism believe thing even close,Neutral
2212,team edinburgh today take another step road truth justice,Neutral
2213,birth movement present radical call dignity equality people,Neutral
2214,repair damage country inflicted upon black people century demand reparation justice peace,Negative
2215,say name deresha armstrong,Neutral
2216,combine amp tell click listen,Neutral
2217,del long crush kiera junior year finally available kiera volunteer church del right behind others circling kiera del need move fast,Positive
2218,ding ding ding ding amp ding ding ding ding,Neutral
2219,today tuesday pm pittsburgh city county building please join demand justice community,Neutral
2220,every shade beautifully made many innocent slain malcom x probably turning grave,Positive
2221,black history month battle never end,Negative
2222,reminder,Neutral
2223,black history month beware black child safe around racist white people florida girl jailed classmate posing threatens school suit via,Positive
2224,formed part collision history culture politics,Neutral
2225,black life matter,Negative
2226,thanks much coming,Positive
2227,support,Neutral
2228,never let man harmed establish normalcy,Neutral
2229,mint start today let go,Neutral
2230,best spelling bee ever amp amp,Positive
2231,crime century mad world depraved man kill grandmother sex w corpse,Negative
2232,change necessary vicki von fumetti found project battleground georgia,Neutral
2233,notice focus wake people biden care interest quick put sanction amp ban,Positive
2234,tue jun orlando florida police tackle injured man leaving protest watch,Neutral
2235,longer right sorry listening sooner,Negative
2236,civil right movement access public space fight public space jacqueline woodson photo irina iriser pexels,Positive
2237,civil right movement access public space fight public space jacqueline woodson photo irina iriser pexels,Positive
2238,use platform,Neutral
2239,angie stone brotha official video via,Neutral
2240,nina simone backlash blue official audio via,Neutral
2241,day left early bird submission deadline submit th annual icp ent film festival,Positive
2242,still reiterate dr stan moloabi incompetent constitutional delinquent must criminally charged term msa,Negative
2243,please fail take care voter time time,Negative
2244,repair damage country inflicted upon black people century demand reparation justice peace,Negative
2245,author privilege avoiding conversation racism child via,Neutral
2246,victor white iii,Neutral
2247,happy swipe check black history display,Positive
2248,time smear another example bad unaccountable journalism rag journalism oxymoron hack three letter shorter,Negative
2249,choose kid vandag daddy smile,Positive
2250,please stop donation scam like bill raised support thief burn loot murder,Neutral
2251,help daily wire,Neutral
2252,dowen college persecuted sylvester death police,Neutral
